 model_time, LAI_sub_sim_0116, LAI_sub_obs_0116, LAI_sub_sim_0178, LAI_sub_obs_0178,
    6090,      4.46,            ,      4.46,            ,
    6091,      4.46,            ,      4.46,            ,
    6092,      4.46,            ,      4.46,            ,
    6093,      4.46,            ,      4.46,            ,
    6094,      4.46,            ,      4.46,            ,
    6095,      4.46,            ,      4.46,            ,
    6096,      4.46,            ,      4.47,            ,
    6097,      4.46,            ,      4.47,            ,
    6098,      4.46,            ,      4.47,            ,
    6099,      4.46,            ,      4.47,            ,
    6100,      4.46,            ,      4.47,            ,
    6101,      4.47,            ,      4.47,            ,
    6102,      4.47,            ,      4.47,            ,
    6103,      4.47,            ,      4.47,            ,
    6104,      4.47,            ,      4.47,            ,
    6105,      4.47,            ,      4.47,            ,
    6106,      4.47,            ,      4.48,            ,
    6107,      4.47,            ,      4.48,            ,
    6108,      4.47,            ,      4.47,            ,
    6109,      4.46,            ,      4.46,            ,
    6110,      4.46,            ,      4.46,            ,
    6111,      4.45,            ,      4.45,            ,
    6112,      4.44,            ,      4.45,            ,
    6113,      4.44,      0.54,      4.45,      1.63,
    6114,      4.43,            ,      4.44,            ,
    6115,      4.44,            ,      4.44,            ,
    6116,      4.44,            ,      4.44,            ,
    6117,      4.44,            ,      4.44,            ,
    6118,      4.44,            ,      4.44,            ,
    6119,      4.43,            ,      4.43,            ,
    6120,      4.42,            ,      4.42,            ,
    6121,      4.42,            ,      4.42,            ,
    6122,      4.42,            ,      4.43,            ,
    6123,      4.42,            ,      4.43,            ,
    6124,      4.43,            ,      4.43,            ,
    6125,      4.43,            ,      4.43,            ,
    6126,      4.43,            ,      4.43,            ,
    6127,      4.43,            ,      4.44,            ,
    6128,      4.42,            ,      4.43,            ,
    6129,      4.41,            ,      4.42,            ,
    6130,      4.41,            ,      4.42,            ,
    6131,      4.42,            ,      4.42,            ,
    6132,      4.40,            ,      4.41,            ,
    6133,      4.39,            ,      4.40,            ,
    6134,      4.38,            ,      4.39,            ,
    6135,      4.00,            ,      4.01,            ,
    6136,      3.66,            ,      3.66,            ,
    6137,      3.34,            ,      3.34,            ,
    6138,      3.05,            ,      3.05,            ,
    6139,      2.78,            ,      2.79,            ,
    6140,      2.54,            ,      2.54,            ,
    6141,      2.32,            ,      2.32,            ,
    6142,      2.12,            ,      2.12,            ,
    6143,      1.93,            ,      1.94,            ,
    6144,      1.77,            ,      1.77,            ,
    6145,      1.61,            ,      1.61,            ,
    6146,      1.47,            ,      1.47,            ,
    6147,      1.35,            ,      1.35,            ,
    6148,      1.23,            ,      1.23,            ,
    6149,      1.12,            ,      1.12,            ,
    6150,      1.03,            ,      1.03,            ,
    6151,      0.94,            ,      0.94,            ,
    6152,      0.85,            ,      0.86,            ,
    6153,      0.78,            ,      0.78,            ,
    6154,      0.71,            ,      0.71,            ,
    6155,      0.65,            ,      0.65,            ,
    6156,      0.59,            ,      0.60,            ,
    6157,      0.54,            ,      0.54,            ,
    6158,      0.50,            ,      0.50,            ,
    6159,      0.45,            ,      0.45,            ,
    6160,      0.41,            ,      0.41,            ,
    6161,      0.38,            ,      0.38,            ,
    6162,      0.34,            ,      0.35,            ,
    6163,      0.31,            ,      0.32,            ,
    6164,      0.29,            ,      0.29,            ,
    6165,      0.27,            ,      0.27,            ,
    6166,      0.27,            ,      0.27,            ,
    6167,      0.27,            ,      0.27,            ,
    6168,      0.27,            ,      0.27,            ,
    6169,      0.27,            ,      0.27,            ,
    6170,      0.27,            ,      0.27,            ,
    6171,      0.27,            ,      0.27,            ,
    6172,      0.27,            ,      0.27,            ,
    6173,      0.27,            ,      0.27,            ,
    6174,      0.27,            ,      0.27,            ,
    6175,      0.27,            ,      0.27,            ,
    6176,      0.27,            ,      0.27,            ,
    6177,      0.27,            ,      0.27,            ,
    6178,      0.27,            ,      0.27,            ,
    6179,      0.27,            ,      0.27,            ,
    6180,      0.27,            ,      0.27,            ,
    6181,      0.27,            ,      0.27,            ,
    6182,      0.27,            ,      0.27,            ,
    6183,      0.27,            ,      0.27,            ,
    6184,      0.27,            ,      0.27,            ,
    6185,      0.27,            ,      0.27,            ,
    6186,      0.27,            ,      0.27,            ,
    6187,      0.27,            ,      0.27,            ,
    6188,      0.27,            ,      0.27,            ,
    6189,      0.27,            ,      0.27,            ,
    6190,      0.27,            ,      0.27,            ,
    6191,      0.27,            ,      0.27,            ,
    6192,      0.27,            ,      0.27,            ,
    6193,      0.27,            ,      0.27,            ,
    6194,      0.27,            ,      0.27,            ,
    6195,      0.27,            ,      0.27,            ,
    6196,      0.27,            ,      0.27,            ,
    6197,      0.27,            ,      0.27,            ,
    6198,      0.27,            ,      0.27,            ,
    6199,      0.27,            ,      0.27,            ,
    6200,      0.27,            ,      0.27,            ,
    6201,      0.27,            ,      0.27,            ,
    6202,      0.27,            ,      0.27,            ,
    6203,      0.27,            ,      0.27,            ,
